store_id,store_name,region,sku,upc,department,subcategory,cost,retail,on_hand_start,received_units,sold_units,adjustments,on_hand_end,shrink_units,shrink_cost,shrink_type,shrink_reason_detail,date,week_number,shrink_rate,zero_sale_shrink,shrink_greater_than_sales,negative_sales_or_shrink
S002,Fortinos - West,Ontario,SKU0219,457450317515,General Merchandise,Batteries,22.96,32.25,66.00,22.00,28.00,-1.00,59.00,0.00,0,None,None,10/13/2025,7,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0130,440556177902,General Merchandise,Cleaning,43.08,107.14,58.00,11.00,18.00,0.00,51.00,0.00,0,None,None,9/1/2025,1,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0185,481711858670,Bakery,Deli Bread,44.27,85.43,80.00,24.00,27.00,1.00,68.00,10.00,442.7,Spoilage,Damaged,9/22/2025,4,37.04%,0,0,0
S003,Real Canadian - North,Ontario,SKU0123,401298229437,Grocery,Snacks,35.55,48.51,63.00,16.00,31.00,0.00,47.00,1.00,35.55,Vendor Shortage,Vendor mis-ship,10/27/2025,9,3.23%,0,0,0
S003,Real Canadian - North,Ontario,SKU0357,492632914992,Grocery,Cereal,37.99,54.26,35.00,30.00,14.00,0.00,50.00,1.00,37.99,None,None,9/22/2025,4,7.14%,0,0,0
S003,Real Canadian - North,Ontario,SKU0084,418227774388,Health & Beauty,Razors,32.97,39.8,5.00,15.00,2.00,1.00,19.00,0.00,0,None,None,10/6/2025,6,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0089,437098473391,Health & Beauty,Razors,38.41,72.12,5.00,36.00,1.00,0.00,40.00,0.00,0,None,None,9/8/2025,2,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0210,410626899666,Grocery,Snacks,5.02,6.58,36.00,23.00,5.00,0.00,53.00,1.00,5.02,Process Error,Mislabeling,9/29/2025,5,20.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0131,416063561269,Dairy,Milk,47.41,69.7,5.00,25.00,0.00,0.00,30.00,0.00,0,None,None,9/29/2025,5,Zero Sales,0,0,0
S002,Fortinos - West,Ontario,SKU0360,440070435559,Frozen,Frozen Meals,29.33,57.04,56.00,28.00,26.00,0.00,58.00,0.00,0,None,None,10/27/2025,9,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0084,418227774388,Health & Beauty,Razors,32.97,39.8,60.00,21.00,32.00,0.00,49.00,0.00,0,None,None,9/22/2025,4,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0192,451799668213,General Merchandise,Seasonal,14.16,34.81,6.00,12.00,2.00,0.00,16.00,0.00,0,None,None,10/20/2025,8,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0379,461192598259,Frozen,Frozen Meals,17.63,27.47,5.00,19.00,0.00,0.00,24.00,0.00,0,None,None,10/13/2025,7,Zero Sales,0,0,0
S003,Real Canadian - North,Ontario,SKU0224,430259837160,Health & Beauty,Baby Formula,20.07,39.72,24.00,24.00,15.00,0.00,33.00,0.00,0,None,None,11/3/2025,10,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0244,470970334045,Health & Beauty,Razors,30.69,51.35,16.00,18.00,12.00,0.00,22.00,0.00,0,None,None,11/3/2025,10,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0204,412452255945,Health & Beauty,Toiletries,16.44,22.9,48.00,19.00,21.00,0.00,46.00,0.00,0,None,None,11/17/2025,12,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0250,494477100463,Seafood,Smoked Seafood,45.67,60.35,70.00,14.00,46.00,0.00,34.00,4.00,182.68,Spoilage,Expired,9/22/2025,4,8.70%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0049,491071599800,Grocery,Cereal,35.95,54.29,40.00,12.00,6.00,0.00,46.00,0.00,0,None,None,11/17/2025,12,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0031,431129517597,Health & Beauty,Toiletries,3.67,4.5,76.00,27.00,37.00,0.00,66.00,0.00,0,None,None,11/3/2025,10,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0020,477185193913,Health & Beauty,Baby Formula,43.11,52.38,39.00,14.00,11.00,0.00,42.00,0.00,0,None,None,9/29/2025,5,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0048,456186690900,Produce,Citrus,33.04,63.93,32.00,19.00,10.00,0.00,37.00,4.00,132.16,Spoilage,Temperature breach,11/3/2025,10,40.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0312,465721993789,Health & Beauty,Baby Formula,12.62,28.39,18.00,9.00,6.00,0.00,21.00,0.00,0,None,None,9/15/2025,3,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0158,408438856718,Seafood,Shellfish,6.75,16.57,15.00,22.00,5.00,-1.00,29.00,2.00,13.5,Spoilage,Damaged,9/15/2025,3,40.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0351,408317931678,Meat,Pork,45.7,65.24,96.00,12.00,31.00,0.00,73.00,4.00,182.8,Process Error,Scan error,11/3/2025,10,12.90%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0396,433995209281,Bakery,Deli Bread,27.83,61.45,35.00,20.00,6.00,0.00,43.00,6.00,166.98,Theft,Employee theft,10/27/2025,9,100.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0277,467411183547,Seafood,Smoked Seafood,31.77,71.64,30.00,22.00,18.00,0.00,31.00,3.00,95.31,Theft,Shoplifting,9/15/2025,3,16.67%,0,0,0
S002,Fortinos - West,Ontario,SKU0240,479296742767,Meat,Prepared Meat,27.94,62.29,25.00,25.00,16.00,0.00,33.00,1.00,27.94,Theft,Shoplifting,9/29/2025,5,6.25%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0266,420578823157,Meat,Chicken,7.31,11.5,46.00,22.00,7.00,0.00,60.00,1.00,7.31,Spoilage,Damaged,9/1/2025,1,14.29%,0,0,0
S003,Real Canadian - North,Ontario,SKU0077,455578438759,Frozen,Frozen Vegetables,34.03,80.78,112.00,21.00,49.00,0.00,84.00,0.00,0,None,None,9/29/2025,5,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0014,446407318350,Bakery,Bread,20.36,26.18,59.00,15.00,26.00,0.00,40.00,8.00,162.88,Process Error,Receiving error,11/3/2025,10,30.77%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0042,452246718600,Frozen,Frozen Meals,0.61,1.04,30.00,21.00,7.00,-1.00,43.00,0.00,0,None,None,10/13/2025,7,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0067,464074263026,Health & Beauty,Cosmetics,17.81,40.37,30.00,20.00,6.00,0.00,44.00,0.00,0,None,None,10/27/2025,9,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0112,434731952676,Grocery,Snacks,44.14,66.96,49.00,32.00,13.00,0.00,67.00,1.00,44.14,Process Error,Receiving error,10/13/2025,7,7.69%,0,0,0
S003,Real Canadian - North,Ontario,SKU0119,496000295209,General Merchandise,Seasonal,22.96,36.7,71.00,25.00,17.00,0.00,79.00,0.00,0,None,None,11/17/2025,12,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0331,480353425614,General Merchandise,Cleaning,15.34,34.68,102.00,25.00,9.00,0.00,118.00,0.00,0,None,None,9/15/2025,3,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0133,455846067002,Meat,Pork,22.8,44.96,5.00,23.00,1.00,0.00,26.00,1.00,22.8,Spoilage,Expired,9/22/2025,4,100.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0061,419025789079,Grocery,Snacks,2.57,4.3,79.00,28.00,16.00,-1.00,89.00,1.00,2.57,Process Error,Scan error,10/27/2025,9,6.25%,0,0,0
S002,Fortinos - West,Ontario,SKU0202,487866623558,General Merchandise,Seasonal,48.22,61.68,49.00,13.00,14.00,-2.00,46.00,0.00,0,None,None,9/8/2025,2,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0106,428840768544,Dairy,Butter,4.26,8.94,81.00,14.00,31.00,-1.00,61.00,2.00,8.52,Spoilage,Past sell-by,9/1/2025,1,6.45%,0,0,0
S002,Fortinos - West,Ontario,SKU0352,423602494123,Seafood,Fresh Fish,46.86,114.84,33.00,20.00,8.00,0.00,43.00,2.00,93.72,Process Error,Receiving error,9/29/2025,5,25.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0326,417072850692,Meat,Pork,20,44.67,11.00,26.00,7.00,0.00,29.00,1.00,20,Process Error,Receiving error,11/3/2025,10,14.29%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0149,498272487905,Dairy,Butter,24.49,30.31,59.00,26.00,6.00,0.00,78.00,1.00,24.49,Spoilage,Damaged,10/6/2025,6,16.67%,0,0,0
S002,Fortinos - West,Ontario,SKU0330,442273653396,Grocery,Snacks,29.89,55.58,43.00,18.00,18.00,0.00,43.00,0.00,0,None,None,9/29/2025,5,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0214,490858874250,General Merchandise,Batteries,24.37,56.09,95.00,21.00,37.00,-1.00,78.00,0.00,0,None,None,9/22/2025,4,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0030,488784219449,Bakery,Cakes,18.98,44.97,42.00,25.00,9.00,0.00,50.00,8.00,151.84,Theft,Organized retail crime,10/20/2025,8,88.89%,0,0,0
S003,Real Canadian - North,Ontario,SKU0258,429356588487,Bakery,Pastries,18.71,45.49,53.00,19.00,22.00,0.00,41.00,9.00,168.39,Spoilage,Expired,11/10/2025,11,40.91%,0,0,0
S002,Fortinos - West,Ontario,SKU0089,437098473391,Health & Beauty,Razors,38.41,72.12,48.00,21.00,12.00,0.00,57.00,0.00,0,None,None,10/6/2025,6,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0307,434698439081,Bakery,Cakes,10.22,24.97,50.00,17.00,29.00,0.00,33.00,5.00,51.1,Process Error,Receiving error,11/3/2025,10,17.24%,0,0,0
S003,Real Canadian - North,Ontario,SKU0095,476169673298,Frozen,Ice Cream,40.09,94.9,84.00,20.00,18.00,0.00,86.00,0.00,0,None,None,11/17/2025,12,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0285,444211390140,Seafood,Smoked Seafood,5.58,9.07,68.00,13.00,16.00,0.00,62.00,3.00,16.74,Spoilage,Expired,9/1/2025,1,18.75%,0,0,0
S002,Fortinos - West,Ontario,SKU0256,406174760287,Seafood,Smoked Seafood,20.84,43.33,64.00,13.00,35.00,0.00,39.00,3.00,62.52,Process Error,Counting error,9/15/2025,3,8.57%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0161,497166159255,Dairy,Yogurt,20.18,26.32,86.00,19.00,26.00,0.00,78.00,1.00,20.18,Process Error,Counting error,11/17/2025,12,3.85%,0,0,0
S002,Fortinos - West,Ontario,SKU0145,460287155135,Frozen,Frozen Vegetables,4.86,7.43,14.00,13.00,2.00,0.00,25.00,0.00,0,None,None,11/3/2025,10,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0354,475768859863,Grocery,Cereal,26.45,62.32,28.00,24.00,9.00,1.00,44.00,0.00,0,None,None,9/22/2025,4,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0135,433017066829,Health & Beauty,Toiletries,46.23,102.82,45.00,21.00,11.00,0.00,55.00,0.00,0,None,None,11/10/2025,11,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0067,464074263026,Health & Beauty,Cosmetics,17.81,40.37,51.00,20.00,21.00,0.00,50.00,0.00,0,None,None,11/3/2025,10,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0218,499393594788,Frozen,Frozen Meals,31.84,39.48,47.00,18.00,20.00,0.00,45.00,0.00,0,None,None,9/29/2025,5,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0060,498282193584,Produce,Bananas,45.24,86.38,38.00,12.00,10.00,0.00,37.00,3.00,135.72,Spoilage,Past sell-by,9/8/2025,2,30.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0190,405496442074,Health & Beauty,Razors,34.67,51.4,13.00,19.00,3.00,0.00,29.00,0.00,0,None,None,10/6/2025,6,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0015,467239597077,Grocery,Snacks,20.08,47.97,69.00,11.00,18.00,0.00,62.00,0.00,0,None,None,9/1/2025,1,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0045,446162203547,General Merchandise,Kitchenware,3.33,6.52,121.00,27.00,41.00,0.00,107.00,0.00,0,None,None,10/20/2025,8,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0118,471096624966,Grocery,Beverages,17.52,43.72,71.00,23.00,31.00,0.00,62.00,1.00,17.52,Theft,Shoplifting,9/22/2025,4,3.23%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0285,444211390140,Seafood,Smoked Seafood,5.58,9.07,77.00,28.00,9.00,0.00,94.00,2.00,11.16,Spoilage,Damaged,10/27/2025,9,22.22%,0,0,0
S003,Real Canadian - North,Ontario,SKU0052,436532496588,Meat,Pork,7.06,11.68,26.00,26.00,16.00,0.00,35.00,1.00,7.06,Vendor Shortage,Invoice mismatch,9/29/2025,5,6.25%,0,0,0
S002,Fortinos - West,Ontario,SKU0172,442285258394,Dairy,Butter,10.36,17.61,21.00,21.00,14.00,0.00,27.00,1.00,10.36,Spoilage,Damaged,9/8/2025,2,7.14%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0238,406835095808,Dairy,Yogurt,17.92,23.23,32.00,27.00,18.00,2.00,42.00,1.00,17.92,Spoilage,Past sell-by,10/27/2025,9,5.56%,0,0,0
S003,Real Canadian - North,Ontario,SKU0260,429278324928,Frozen,Frozen Meals,40.16,55.42,5.00,21.00,3.00,0.00,23.00,0.00,0,None,None,9/8/2025,2,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0056,491068757003,Bakery,Cakes,31.89,49.21,45.00,20.00,23.00,0.00,38.00,4.00,127.56,Theft,Employee theft,9/15/2025,3,17.39%,0,0,0
S003,Real Canadian - North,Ontario,SKU0115,409410515698,Dairy,Milk,12.45,21.52,41.00,20.00,24.00,0.00,36.00,1.00,12.45,Vendor Shortage,Invoice mismatch,9/29/2025,5,4.17%,0,0,0
S002,Fortinos - West,Ontario,SKU0391,487317814660,Dairy,Cheese,4.41,7.87,76.00,20.00,6.00,0.00,89.00,1.00,4.41,Process Error,Scan error,10/6/2025,6,16.67%,0,0,0
S003,Real Canadian - North,Ontario,SKU0158,408438856718,Seafood,Shellfish,6.75,16.57,27.00,14.00,12.00,0.00,27.00,2.00,13.5,Spoilage,Expired,10/27/2025,9,16.67%,0,0,0
S002,Fortinos - West,Ontario,SKU0301,419549174744,Grocery,Beverages,30.79,40.4,22.00,13.00,4.00,0.00,31.00,0.00,0,None,None,10/27/2025,9,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0247,410021713656,Dairy,Cheese,29.35,40.62,5.00,28.00,1.00,0.00,32.00,0.00,0,None,None,10/6/2025,6,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0193,428616373834,Health & Beauty,Toiletries,32.26,63.76,49.00,20.00,19.00,-1.00,49.00,0.00,0,None,None,9/29/2025,5,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0216,437338174438,General Merchandise,Kitchenware,1.93,3,94.00,16.00,50.00,0.00,60.00,0.00,0,None,None,9/29/2025,5,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0242,408408353522,General Merchandise,Batteries,22.8,51.4,106.00,19.00,54.00,0.00,71.00,0.00,0,None,None,10/20/2025,8,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0366,496757766788,Meat,Prepared Meat,18.41,44.04,74.00,19.00,48.00,0.00,43.00,2.00,36.82,Theft,Organized retail crime,11/17/2025,12,4.17%,0,0,0
S002,Fortinos - West,Ontario,SKU0090,410479173015,Bakery,Cakes,35.82,53.9,11.00,27.00,5.00,0.00,30.00,3.00,107.46,Process Error,Counting error,10/27/2025,9,60.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0273,411459895758,Seafood,Smoked Seafood,26.41,44.07,42.00,11.00,26.00,0.00,24.00,3.00,79.23,Spoilage,Past sell-by,11/10/2025,11,11.54%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0260,429278324928,Frozen,Frozen Meals,40.16,55.42,65.00,16.00,28.00,0.00,52.00,1.00,40.16,Spoilage,Damaged,9/22/2025,4,3.57%,0,0,0
S003,Real Canadian - North,Ontario,SKU0384,439672200745,Grocery,Cereal,43.87,108.86,70.00,26.00,33.00,0.00,63.00,0.00,0,Theft,Customer theft,9/29/2025,5,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0278,438813549843,Meat,Prepared Meat,10.48,23.35,66.00,25.00,30.00,0.00,58.00,3.00,31.44,Spoilage,Damaged,9/15/2025,3,10.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0256,406174760287,Seafood,Smoked Seafood,20.84,43.33,65.00,21.00,26.00,1.00,59.00,2.00,41.68,Spoilage,Damaged,10/13/2025,7,7.69%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0063,485786976772,General Merchandise,Cleaning,37.6,90.37,77.00,25.00,29.00,0.00,73.00,0.00,0,None,None,10/27/2025,9,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0187,415000708513,Produce,Bananas,5.31,12.5,82.00,19.00,56.00,-2.00,33.00,10.00,53.1,Process Error,Scan error,10/6/2025,6,17.86%,0,0,0
S002,Fortinos - West,Ontario,SKU0301,419549174744,Grocery,Beverages,30.79,40.4,22.00,12.00,4.00,0.00,30.00,0.00,0,None,None,10/27/2025,9,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0340,435418530000,Dairy,Butter,28.13,41.98,35.00,15.00,17.00,0.00,32.00,1.00,28.13,Spoilage,Damaged,10/6/2025,6,5.88%,0,0,0
S002,Fortinos - West,Ontario,SKU0374,449050081052,Seafood,Smoked Seafood,49.65,84.27,66.00,19.00,42.00,1.00,39.00,5.00,248.25,Spoilage,Temperature breach,10/6/2025,6,11.90%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0342,437459263293,Health & Beauty,Baby Formula,14.75,28.7,86.00,14.00,28.00,0.00,72.00,0.00,0,None,None,10/13/2025,7,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0073,458878784464,Dairy,Milk,0.58,1.39,81.00,21.00,20.00,0.00,81.00,1.00,0.58,Spoilage,Past sell-by,11/17/2025,12,5.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0070,404033992825,General Merchandise,Seasonal,6.21,15.29,85.00,23.00,17.00,0.00,91.00,0.00,0,None,None,10/27/2025,9,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0211,473573285650,Frozen,Frozen Meals,3.47,8.48,33.00,16.00,19.00,0.00,30.00,0.00,0,None,None,9/29/2025,5,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0344,464098133303,Meat,Chicken,32.97,71.6,123.00,21.00,24.00,0.00,115.00,5.00,164.85,Spoilage,Expired,11/3/2025,10,20.83%,0,0,0
S003,Real Canadian - North,Ontario,SKU0230,462784369933,Grocery,Snacks,41.69,99.88,55.00,14.00,27.00,0.00,42.00,0.00,0,None,None,9/15/2025,3,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0054,441036704342,Dairy,Milk,46.62,62.22,39.00,17.00,20.00,0.00,36.00,0.00,0,None,None,10/13/2025,7,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0243,488066367387,Grocery,Canned,9.04,13.76,34.00,25.00,7.00,0.00,52.00,0.00,0,None,None,9/29/2025,5,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0379,461192598259,Frozen,Frozen Meals,17.63,27.47,47.00,24.00,17.00,0.00,53.00,1.00,17.63,None,None,9/22/2025,4,5.88%,0,0,0
S003,Real Canadian - North,Ontario,SKU0120,428867696415,Bakery,Bread,16.12,34.91,50.00,15.00,18.00,0.00,43.00,4.00,64.48,Spoilage,Temperature breach,9/29/2025,5,22.22%,0,0,0
S002,Fortinos - West,Ontario,SKU0008,441025702129,Frozen,Frozen Meals,41.56,83.29,68.00,18.00,27.00,0.00,59.00,0.00,0,None,None,10/13/2025,7,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0055,499243963817,Seafood,Shellfish,27.88,43.33,50.00,19.00,25.00,0.00,42.00,2.00,55.76,Vendor Shortage,Invoice mismatch,10/6/2025,6,8.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0070,404033992825,General Merchandise,Seasonal,6.21,15.29,84.00,23.00,27.00,-2.00,78.00,0.00,0,None,None,11/3/2025,10,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0182,476470121639,Bakery,Deli Bread,18.61,41.46,28.00,17.00,20.00,0.00,20.00,5.00,93.05,Spoilage,Damaged,9/22/2025,4,25.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0286,483519572238,Dairy,Yogurt,36.02,51.03,84.00,18.00,38.00,1.00,64.00,1.00,36.02,Spoilage,Temperature breach,11/17/2025,12,2.63%,0,0,0
S003,Real Canadian - North,Ontario,SKU0396,433995209281,Bakery,Deli Bread,27.83,61.45,31.00,15.00,10.00,0.00,30.00,6.00,166.98,Spoilage,Expired,9/15/2025,3,60.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0369,462321587590,Bakery,Deli Bread,40.53,72.53,53.00,20.00,20.00,1.00,47.00,7.00,283.71,Spoilage,Damaged,9/8/2025,2,35.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0354,475768859863,Grocery,Cereal,26.45,62.32,85.00,21.00,23.00,0.00,83.00,0.00,0,None,None,10/13/2025,7,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0144,457251070810,Meat,Pork,34.84,54.86,104.00,29.00,52.00,0.00,77.00,4.00,139.36,Spoilage,Temperature breach,11/10/2025,11,7.69%,0,0,0
S002,Fortinos - West,Ontario,SKU0199,435108120110,Grocery,Canned,3.09,6.69,60.00,21.00,28.00,0.00,52.00,1.00,3.09,Theft,Organized retail crime,11/17/2025,12,3.57%,0,0,0
S003,Real Canadian - North,Ontario,SKU0077,455578438759,Frozen,Frozen Vegetables,34.03,80.78,11.00,16.00,1.00,0.00,26.00,0.00,0,None,None,9/22/2025,4,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0372,449064406677,Meat,Beef,35.17,66.95,43.00,18.00,26.00,0.00,33.00,2.00,70.34,Spoilage,Temperature breach,9/22/2025,4,7.69%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0331,480353425614,General Merchandise,Cleaning,15.34,34.68,64.00,26.00,42.00,0.00,48.00,0.00,0,None,None,9/22/2025,4,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0172,442285258394,Dairy,Butter,10.36,17.61,5.00,11.00,2.00,-1.00,13.00,0.00,0,None,None,9/15/2025,3,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0226,452094455932,Frozen,Frozen Meals,26.86,40.27,80.00,19.00,35.00,0.00,64.00,0.00,0,None,None,10/13/2025,7,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0219,457450317515,General Merchandise,Batteries,22.96,32.25,28.00,28.00,14.00,0.00,42.00,0.00,0,None,None,10/6/2025,6,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0012,422526291403,Meat,Pork,23.38,36.26,56.00,20.00,14.00,0.00,60.00,2.00,46.76,Vendor Shortage,Short delivery,9/8/2025,2,14.29%,0,0,0
S002,Fortinos - West,Ontario,SKU0400,434429402313,Bakery,Pastries,27.89,54.64,41.00,23.00,16.00,0.00,42.00,6.00,167.34,Process Error,Counting error,9/8/2025,2,37.50%,0,0,0
S003,Real Canadian - North,Ontario,SKU0024,473708291861,Bakery,Pastries,47.7,114.44,56.00,16.00,21.00,0.00,43.00,8.00,381.6,Spoilage,Damaged,11/3/2025,10,38.10%,0,0,0
S002,Fortinos - West,Ontario,SKU0356,487870368553,Seafood,Smoked Seafood,13.23,19.08,5.00,20.00,3.00,0.00,21.00,1.00,13.23,Process Error,Mislabeling,10/27/2025,9,33.33%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0288,408836285621,Frozen,Ice Cream,33.72,58.27,69.00,20.00,17.00,0.00,71.00,1.00,33.72,Process Error,Scan error,10/13/2025,7,5.88%,0,0,0
S003,Real Canadian - North,Ontario,SKU0029,429911710912,General Merchandise,Cleaning,46.48,101.41,78.00,19.00,25.00,0.00,72.00,0.00,0,None,None,9/22/2025,4,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0281,489617921191,Grocery,Canned,16.93,23.06,47.00,21.00,14.00,0.00,54.00,0.00,0,None,None,9/22/2025,4,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0068,490295951195,Bakery,Pastries,10.06,16.37,71.00,18.00,11.00,2.00,73.00,7.00,70.42,Spoilage,Past sell-by,11/10/2025,11,63.64%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0341,428797330249,Dairy,Yogurt,34.67,63.64,25.00,22.00,11.00,1.00,36.00,1.00,34.67,Spoilage,Expired,11/17/2025,12,9.09%,0,0,0
S002,Fortinos - West,Ontario,SKU0148,407559101808,Health & Beauty,Razors,10.58,20.25,103.00,19.00,44.00,0.00,78.00,0.00,0,None,None,9/29/2025,5,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0361,433040189511,Dairy,Yogurt,3.58,4.85,5.00,15.00,3.00,1.00,18.00,0.00,0,None,None,9/22/2025,4,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0326,417072850692,Meat,Pork,20,44.67,5.00,13.00,2.00,0.00,15.00,1.00,20,Process Error,Receiving error,11/10/2025,11,50.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0151,486403859171,Bakery,Bread,41.69,77.04,92.00,24.00,51.00,0.00,54.00,11.00,458.59,Spoilage,Damaged,11/10/2025,11,21.57%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0038,426592676864,Meat,Pork,27.05,37.39,42.00,19.00,11.00,0.00,48.00,2.00,54.1,Process Error,Counting error,10/20/2025,8,18.18%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0062,491096585068,Produce,Leafy Greens,12.85,17.14,7.00,15.00,1.00,-2.00,18.00,1.00,12.85,Process Error,Scan error,10/27/2025,9,100.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0296,413744661316,Dairy,Butter,7.22,9.36,39.00,17.00,9.00,0.00,46.00,1.00,7.22,Spoilage,Expired,9/22/2025,4,11.11%,0,0,0
S003,Real Canadian - North,Ontario,SKU0390,474803331693,Produce,Citrus,26.73,45.57,39.00,26.00,5.00,-2.00,55.00,3.00,80.19,Spoilage,Past sell-by,10/27/2025,9,60.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0009,411616047600,Grocery,Snacks,2.77,4.14,25.00,16.00,5.00,0.00,36.00,0.00,0,None,None,10/20/2025,8,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0168,492855948970,Meat,Prepared Meat,12.42,29.64,50.00,15.00,10.00,-1.00,52.00,2.00,24.84,Spoilage,Expired,10/13/2025,7,20.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0024,473708291861,Bakery,Pastries,47.7,114.44,30.00,19.00,10.00,0.00,35.00,4.00,190.8,Spoilage,Expired,9/29/2025,5,40.00%,0,0,0
